entry,month,day,year,year_day,date,high_temp_F,low_temp_F,relative_humidity,soil_temp_F,wind_speed_mph,solar_langley,precip_in,ET_in,location
531,6,15,2018,166,6/15/18,96.116,74.3,54.371,82.206,10.27,609.851,0,0.425,Memphis
532,6,16,2018,167,6/16/18,95.432,75.704,57.507,83.287,10.254,546.82,0,0.389,Memphis
533,6,17,2018,168,6/17/18,89.348,75.218,69.521,82.26,7.072,436.325,0,0.245,Memphis
534,6,18,2018,169,6/18/18,95.504,62.492E,79.134,81.376,6.214,393.028,0.12,0.219,Memphis
535,6,19,2018,170,6/19/18,82.274,66.398,88.585,77.072,4.349,238.254,0.379,0.098,Memphis
536,6,20,2018,171,6/20/18,75.452,59.918,89.577,72.539,7.93,281.912,1.5,0.113,Memphis
537,6,21,2018,172,6/21/18,70.286,58.892,91.457,69.076,10.124,238.38,0.159,0.093,Memphis
538,6,22,2018,173,6/22/18,73.508,59.612,85.811,69.021,4.042,252.494,0,0.094,Memphis
539,6,23,2018,174,6/23/18,81.86,58.1,84.255,71.347,3.952,439.844,0,0.163,Memphis
540,6,24,2018,175,6/24/18,85.568,62.6,75.931,76.729,5.529,575.449,0.01,0.24,Memphis
541,6,25,2018,176,6/25/18,76.856,63.77,91.245,73.011,6.031,203.707,1.09,0.08,Memphis
542,6,26,2018,177,6/26/18,81.302,61.808,82.683,73.494,4.33,518.513,0,0.188,Memphis
543,6,27,2018,178,6/27/18,86.612,60.476,80.636,77.733,3.692,644.372,0,0.236,Memphis
544,6,28,2018,179,6/28/18,88.61,71.132,80.812,80.06,7.176,460.166,0,0.214,Memphis
545,6,29,2018,180,6/29/18,93.614,79.232,64.157,83.104,9.495,622.489,0,0.365,Memphis
546,6,30,2018,181,6/30/18,85.316,66.92,82.893,81.722,5.453,363.718,1.71,0.158,Memphis
547,7,1,2018,182,7/1/18,79.538,63.896,78.575,77.219,5.714,596.157,0.21,0.224,Memphis
548,7,2,2018,183,7/2/18,84.83,59.81,77.172,78.092,5.446,666.966,0,0.259,Memphis
549,7,3,2018,184,7/3/18,89.96,69.98,75.506,81.85,7.509,624.325,0,0.288,Memphis
550,7,4,2018,185,7/4/18,91.004,67.73,77.004,84.987,6.131,619.336,0.33,0.273,Memphis
551,7,5,2018,186,7/5/18,81.248,67.55,86.378,79.303,4.001,355.29,0.09,0.133,Memphis
552,7,6,2018,187,7/6/18,84.902,64.994,74.423,79.895,2.886,640.888,0,0.234,Memphis
553,7,7,2018,188,7/7/18,86.234,64.31,79.338,81.074,5.154,599.953,0,0.238,Memphis
554,7,8,2018,189,7/8/18,86,62.366,72.715,81.798,4.26,650.166,0,0.256,Memphis
555,7,9,2018,190,7/9/18,91.436,63.77,72.534,82.933,3.259,639.081,0,0.257,Memphis
556,7,10,2018,191,7/10/18,92.714,64.562,71.506,84.394,1.912,632.015,0,0.243,Memphis
557,7,11,2018,192,7/11/18,92.354,71.87,71.606,85.801,4.654,620.77,0,0.275,Memphis
558,7,12,2018,193,7/12/18,93.398,71.69,70.336,86.854,4.174,614.569,0,0.272,Memphis
559,7,13,2018,194,7/13/18,84.794,69.566,83.97,82.52,4.092,383.362,0.21,0.153,Memphis
560,7,14,2018,195,7/14/18,86.864,63.59,78.523,81.195,2.168,563.232,0,0.204,Memphis
561,7,15,2018,196,7/15/18,89.366,62.726,72.701,82.408,1.807,593.839,0,0.221,Memphis
562,7,16,2018,197,7/16/18,86.684,69.26,80.489,83.784,3.096,541.198,0,0.204,Memphis
563,7,17,2018,198,7/17/18,78.026,64.868,89.6,78.489,3.138,226.926,0.69,0.081,Memphis
564,7,18,2018,199,7/18/18,82.598,63.338,84.24,77.476,4.217,524.287,0,0.19,Memphis
565,7,19,2018,200,7/19/18,86.612,66.992,78.034,78.921,5.689,638.919,0.71,0.259,Memphis
566,7,20,2018,201,7/20/18,83.318,61.52,76.229,77.705,3.349,529.037,0,0.199,Memphis
567,7,21,2018,202,7/21/18,83.138,62.798,77.712,79.379,3.707,635.235,0,0.23,Memphis
568,7,22,2018,203,7/22/18,84.362,62.798,76.987,80.124,1.993,575.612,0,0.202,Memphis
569,7,23,2018,204,7/23/18,84.488,63.158,79.921,79.671,2.789,368.94,0,0.146,Memphis
570,7,24,2018,205,7/24/18,84.596,55.958,71.891,79.024,2.052,619.672,0,0.218,Memphis
571,7,25,2018,206,7/25/18,82.958,59.432,81.555,77.01,3.323,365.286,0,0.144,Memphis
572,7,26,2018,207,7/26/18,81.428,58.46,75.077,77.79,3.289,482.784,0,0.183,Memphis
573,7,27,2018,208,7/27/18,78.818,53.654,74.468,77.299,2.417,560.273,0.11,0.189,Memphis
574,7,28,2018,209,7/28/18,75.632,61.7,88.032,74.986,3.767,357.816,0.78,0.12,Memphis
575,7,29,2018,210,7/29/18,77.522,61.52,81.953,74.884,2.977,465.129,0,0.158,Memphis
576,7,30,2018,211,7/30/18,79.412,59.612,76.348,74.859,3.391,590.988,0,0.206,Memphis
577,7,31,2018,212,7/31/18,82.472,56.264,73.302,75.321,2.653,624.515,0,0.219,Memphis
578,8,1,2018,213,8/1/18,87.35,54.806,71.837,75.915,4.093,590.958,0,0.243,Memphis
579,8,2,2018,214,8/2/18,88.268,62.798,75.657,78.651,3.852,567.414,0,0.228,Memphis
580,8,3,2018,215,8/3/18,91.814,60.962,63.282,78.601,5.176,576.053,0,0.283,Memphis
581,8,4,2018,216,8/4/18,84.974,66.938,76.806,77.166,6.302,406.013,0.4,0.193,Memphis
582,8,5,2018,217,8/5/18,90.086,67.55,75.391,76.498,4.492,392.776,0,0.188,Memphis
583,8,6,2018,218,8/6/18,84.92,66.578,86.298,76.903,3.846,391.796,0.27,0.149,Memphis
584,8,7,2018,219,8/7/18,83.93,66.146,79.606,76.863,2.934,532.424,0,0.193,Memphis
585,8,8,2018,220,8/8/18,89.06,62.798,76.039,77.223,2.728,543.134,0,0.21,Memphis
586,8,9,2018,221,8/9/18,91.58,62.852,75.208,78.548,2.446,572.443,0,0.222,Memphis
587,8,10,2018,222,8/10/18,85.298,62.906,75.143,79.298,2.775,556.838,0,0.206,Memphis
588,8,11,2018,223,8/11/18,85.838,61.7,79.048,78.185,2.515,489.73,0,0.18,Memphis
589,8,12,2018,224,8/12/18,88.034,59.81,73.889,78.102,3.571,552.185,0,0.221,Memphis
590,8,13,2018,225,8/13/18,88.16,64.13,75.089,78.579,3.513,465.74,0,0.194,Memphis
591,8,14,2018,226,8/14/18,77,67.496,88.466,76.886,3.977,202.928,0,0.078,Memphis
592,8,15,2018,227,8/15/18,80.168,66.398,89.293,75.904,4.467,322.326,0.13,0.116,Memphis
593,8,16,2018,228,8/16/18,83.084,63.77,82.112,76.348,3.213,519.235,0.19,0.183,Memphis
594,8,17,2018,229,8/17/18,85.1,61.628,81.044,76.413,3.822,501.562,0,0.189,Memphis
595,8,18,2018,230,8/18/18,87.17,61.088,77.623,77.581,1.845,530.506,0,0.188,Memphis
596,8,19,2018,231,8/19/18,72.788,64.994,95.578,73.913,4.512,71.178,0.94,0.024,Memphis
597,8,20,2018,232,8/20/18,72.482,64.256,89.514,70.265,10.702,124.197,0.63,0.071,Memphis
598,8,21,2018,233,8/21/18,73.166,56.822,84.03,70.378,4.766,379.086,0,0.13,Memphis
599,8,22,2018,234,8/22/18,76.01,53.78,74.484,70.386,1.957,485.684,0,0.156,Memphis
600,8,23,2018,235,8/23/18,72.968,58.028,91.942,69.225,5.842,106.517,0.02,0.047,Memphis
601,8,24,2018,236,8/24/18,87.476,66.272,82.185,73.872,2.891,418.474,0.13,0.16,Memphis
602,8,25,2018,237,8/25/18,89.258,61.322,80.042,75.134,3.145,495.335,0.01,0.191,Memphis
603,8,26,2018,238,8/26/18,86.018,72.554,81.687,76.124,7.716,263.774,0.03,0.146,Memphis
604,8,27,2018,239,8/27/18,92.066,71.078,69.342,77.314,6.221,482.422,0,0.25,Memphis
605,8,28,2018,240,8/28/18,79.556,56.822,86.026,73.796,7.277,101.424,0.03,0.081,Memphis
606,8,29,2018,241,8/29/18,75.956,49.658,72.298,72.126,2.996,526.443,0,0.175,Memphis
607,8,30,2018,242,8/30/18,82.544,56.696,86.422,71.481,5.885,220.194,0,0.11,Memphis
608,8,31,2018,243,8/31/18,82.49,66.992,87.037,73.522,8.758,264.055,0,0.127,Memphis
609,9,1,2018,244,9/1/18,87.728,66.272,75.992,77.071,4.582,308.39,0.641,0.153,Memphis
610,9,2,2018,245,9/2/18,79.934,66.632,90.963,74.335,4.385,207.409,0.93,0.077,Memphis
611,9,3,2018,246,9/3/18,80.294,66.884,89.723,74.136,3.722,267.124,0.41,0.094,Memphis
612,9,4,2018,247,9/4/18,76.766,68.648,97.178,73.76,4.529,89.253,2.07,0.027,Memphis
613,9,5,2018,248,9/5/18,77.252,62.42,88.705,73.065,7.217,213.89,0.77,0.092,Memphis
614,9,6,2018,249,9/6/18,78.35,58.514,81.037,71.009,5.363,385.84,0,0.149,Memphis
615,9,7,2018,250,9/7/18,67.676,61.7,86.289,69.259,4.851,85.227,0,0.044,Memphis
616,9,8,2018,251,9/8/18,75.596,56.048,75.577,68.813,3.602,311.469,0,0.121,Memphis
617,9,9,2018,252,9/9/18,75.11,49.1,78.294,69.181,3.28,486.106,0,0.154,Memphis
618,9,10,2018,253,9/10/18,80.708,54.284,73.949,71.487,4.337,474.303,0,0.181,Memphis
619,9,11,2018,254,9/11/18,83.156,57.308,73.275,72.471,7.523,468.813,0,0.221,Memphis
620,9,12,2018,255,9/12/18,82.85,59.072,72.485,72.906,7.362,418.831,0,0.206,Memphis
621,9,13,2018,256,9/13/18,83.642,65.174,82.503,72.664,10.088,237.905,0,0.147,Memphis
622,9,14,2018,257,9/14/18,91.634,66.884,73.42,76.05,6.146,449.793,0,0.222,Memphis
623,9,15,2018,258,9/15/18,91.94,65.714,68.826,77.392,4.181,432.85,0,0.204,Memphis
624,9,16,2018,259,9/16/18,90.23,64.922,66.303,77.575,4.775,434.151,0,0.212,Memphis
625,9,17,2018,260,9/17/18,94.262,64.508,66.989,78.394,3.977,409.38,0,0.204,Memphis
626,9,18,2018,261,9/18/18,85.352,65.174,85.039,76.557,5.308,324.016,0.74,0.134,Memphis
627,9,19,2018,262,9/19/18,92.012,63.95,76.363,73.995,6.518,354.041,0,0.194,Memphis
628,9,20,2018,263,9/20/18,93.65,62.366,67.869,75.494,10.568,394.511,0.88,0.295,Memphis
629,9,21,2018,264,9/21/18,63.698,45.68,73.474,67.798,7.716,392.512,0,0.147,Memphis
630,9,22,2018,265,9/22/18,71.384,41.774,70.532,64.045,4.357,454.382,0,0.156,Memphis
631,9,23,2018,266,9/23/18,80.546,49.046,66.759,66.428,6.722,442.428,0,0.213,Memphis
632,9,24,2018,267,9/24/18,77.612,54.464,77.586,68.084,6.296,337.494,0,0.146,Memphis
633,9,25,2018,268,9/25/18,64.742,45.374,82.668,65.379,6.569,201.645,0.49,0.083,Memphis
634,9,26,2018,269,9/26/18,70.538,42.458,57.344,61.077,5.126,441.75,0,0.179,Memphis
635,9,27,2018,270,9/27/18,75.29,46.544,55.94,62.709,6.237,389.031,0,0.2,Memphis
636,9,28,2018,271,9/28/18,57.002,41.594,78.667,60,4.636,57.98,0,0.043,Memphis
637,9,29,2018,272,9/29/18,49.1,44.888,94.287,56.416,5.047,38.393,0.04,0.01,Memphis
638,9,30,2018,273,9/30/18,50.504,48.254,98.014,56.448,7.057,50.366,0.059,0.006,Memphis
639,10,1,2018,274,10/1/18,55.292,48.488,94.985,56.962,4.842,76.8,0.15,0.017,Memphis
640,10,2,2018,275,10/2/18,70.79,50.81,92.353,59.28,3.741,111.7,0.01,0.039,Memphis
641,10,3,2018,276,10/3/18,92.426,46.166,64.113,66.276,14.241,374.822,0,0.348,Memphis
642,10,4,2018,277,10/4/18,54.95,37.76,67.576,57.737,8.678,202.115,0,0.111,Memphis
643,10,5,2018,278,10/5/18,54.158,45.554,95.706,57.145,4.267,45.759,0.08,0.01,Memphis
644,10,6,2018,279,10/6/18,51.17,43.484,80.804,54.534,8.285,104.387,0,0.056,Memphis
645,10,7,2018,280,10/7/18,52.574,43.358,97.348,53.882,5.752,32.329,0.159,0.006,Memphis
646,10,8,2018,281,10/8/18,58.406,51.044,99.611,56.839,4.088,37.235,0.449,0.002,Memphis
647,10,9,2018,282,10/9/18,52.88,45.626,98.991,56.118,8.696,28.673,0.539,0.002,Memphis
648,10,10,2018,283,10/10/18,46.238,39.218,84.136,52.204,11.618,155.223,0,0.06,Memphis
649,10,11,2018,284,10/11/18,51.152,37.454,71.495,50.523,4.88,280.241,0,0.08,Memphis
650,10,12,2018,285,10/12/18,47.516,35.438,94.262,50.166,2.985,56.521,0.2,0.011,Memphis
651,10,13,2018,286,10/13/18,64.742,33.854,79.052,50.989,6.591,356.596,0.01,0.12,Memphis
652,10,14,2018,287,10/14/18,49.532,31.604,88.79,46.894,10.37,56.348,0.23,0.04,Memphis
653,10,15,2018,288,10/15/18,46.85,26.852,68.815,45.536,5.802,371.335,0,0.092,Memphis
654,10,16,2018,289,10/16/18,68.774,28.616,61.282,47.77,4.431,351.348,0,0.139,Memphis
655,10,17,2018,290,10/17/18,66.326,33.548,67.478,51.027,3.527,343.928,0,0.109,Memphis
656,10,18,2018,291,10/18/18,70.898,38.552,59.449,52.632,6.783,338.816,0,0.17,Memphis
657,10,19,2018,292,10/19/18,73.58,41.72,60.341,56.586,8.557,335.693,0.01,0.198,Memphis
658,10,20,2018,293,10/20/18,56.822,30.524,54.809,52.463,6.852,349.546,0,0.14,Memphis
659,10,21,2018,294,10/21/18,71.816,28.814,58.214,50.799,6.576,328.481,0,0.18,Memphis
660,10,22,2018,295,10/22/18,69.188,38.246,49.823,53.457,5.12,329.544,0,0.154,Memphis
661,10,23,2018,296,10/23/18,60.35,34.412,51.811,52.278,3.539,323.615,0,0.108,Memphis
662,10,24,2018,297,10/24/18,59.072,34.952,58.389,50.877,5.212,188.296,0,0.099,Memphis
663,10,25,2018,298,10/25/18,51.656,44.276,90.57,51.657,3.756,47.782,0.249,0.014,Memphis
664,10,26,2018,299,10/26/18,63.518,40.568,83.793,52.258,2.854,170.877,0,0.048,Memphis
665,10,27,2018,300,10/27/18,73.04,34.412,63.297,52.021,4.127,297.763,0,0.127,Memphis
666,10,28,2018,301,10/28/18,64.868,37.94,55.793,52.177,6.752,312.569,0,0.147,Memphis
667,10,29,2018,302,10/29/18,69.008,33.368,60.632,50.832,5.693,223.159,0,0.131,Memphis
668,10,30,2018,303,10/30/18,58.82,40.982,66.258,51.898,9.252,185.612,0,0.116,Memphis
669,10,31,2018,304,10/31/18,60.296,35.33,68.21,51.298,2.899,180.101,0,0.063,Memphis
670,11,1,2018,305,11/1/18,61.808,26.978,57.095,49.636,3.477,269.106,0,0.096,Memphis
671,11,2,2018,306,11/2/18,49.766,36.41,80.805,49.859,7.459,109.029,0,0.048,Memphis
672,11,3,2018,307,11/3/18,45.446,39.578,96.13,47.973,7.443,33.819,0.21,0.006,Memphis
673,11,4,2018,308,11/4/18,45.68,34.034,90.863,46.743,7.442,49.177,0,0.02,Memphis
674,11,5,2018,309,11/5/18,49.658,37.58,90.111,46.066,8.883,36.924,0.18,0.025,Memphis
675,11,6,2018,310,11/6/18,46.472,27.23,75.029,44.348,7.916,274.051,0,0.073,Memphis
676,11,7,2018,311,11/7/18,36.356,22.838,78.299,40.528,6.055,275.192,0,0.045,Memphis
677,11,8,2018,312,11/8/18,32.702,21.866,89.534,39.496,1.53,79.611,0,0.008,Memphis
678,11,9,2018,313,11/9/18,30.452,7.286,81.383,38.305,8.255,226.269,0,0.044,Memphis
679,11,10,2018,314,11/10/18,31.244,5.162,75.581,34.461,6.624,168.512,0,0.043,Memphis
680,11,11,2018,315,11/11/18,40.982,18.806,76.173,34.681,6.722,183.307,0,0.049,Memphis
681,11,12,2018,316,11/12/18,26.366,9.068,72.122,35.206,10.231,136.379,0,0.047,Memphis
682,11,13,2018,317,11/13/18,39.038,6.746,68.5,33.549,3.802,259.544,0,0.05,Memphis
683,11,14,2018,318,11/14/18,48.704,20.282,59.978,34.36,6.846,245.571,0,0.094,Memphis
684,11,15,2018,319,11/15/18,58.766,22.226,62.73,36.804,5.82,244.086,0,0.103,Memphis
685,11,16,2018,320,11/16/18,56.57,24.35,73.133,39.235,4.385,238.484,0,0.067,Memphis
686,11,17,2018,321,11/17/18,41.954,19.67,86.461,38.691,16.175,44.097,0,0.041,Memphis
687,11,18,2018,322,11/18/18,29.102,4.172,80.756,36.028,4.764,267.038,0,0.032,Memphis
688,11,19,2018,323,11/19/18,40.802,16.862,72.085,35.776,6.644,153.598,0,0.052,Memphis
689,11,20,2018,324,11/20/18,52.052,14.126,75.336,35.562,4.779,226.543,0,0.066,Memphis
690,11,21,2018,325,11/21/18,58.766,22.838,74.694,37.306,3.313,234.221,0,0.06,Memphis
691,11,22,2018,326,11/22/18,62.672,28.868,71.546,39.244,6.843,232.635,0,0.099,Memphis
692,11,23,2018,327,11/23/18,59.252,31.604,77.069,42.399,5.964,86.613,0,0.061,Memphis
693,11,24,2018,328,11/24/18,50.972,25.88,77.54,40.402,4.95,117.235,0,0.044,Memphis
694,11,25,2018,329,11/25/18,34.754,19.184,83.143,38.817,18.717,77.905,0,0.038,Memphis
695,11,26,2018,330,11/26/18,26.366,12.83,79.539,35.621,8.204,99.636,0,0.028,Memphis
696,11,27,2018,331,11/27/18,25.502,5.396,78.713,33.885,4.758,235.593,0,0.025,Memphis
697,11,28,2018,332,11/28/18,31.352,21.74,84.14,33.546,7.898,115.161,0,0.025,Memphis
698,11,29,2018,333,11/29/18,34.286,18.986,97.955,33.3,1.738,44.664,0,0.002,Memphis
699,11,30,2018,334,11/30/18,39.218,30.632,96.296,34.931,6.45,69.076,0,0.005,Memphis
700,12,1,2018,335,12/1/18,37.994,31.352,99.086,36.486,16.045,4.132,0,0,Memphis
701,12,2,2018,336,12/2/18,32.162,24.296,96.998,34.872,14.54,82.43,0,0.007,Memphis
702,12,3,2018,337,12/3/18,25.502,22.838,86.756,34.792,8.092,103.462,0,0.016,Memphis
703,12,4,2018,338,12/4/18,28.976,16.556,86.559,34.771,5.396,122.389,0,0.016,Memphis
704,12,5,2018,339,12/5/18,34.214,12.542,85.411,34.768,3.614,193.573,0,0.021,Memphis
705,12,6,2018,340,12/6/18,27.824,14.432,85.277,34.712,6.022,219.318,0,0.021,Memphis
706,12,7,2018,341,12/7/18,30.866,13.622,85.863,34.616,4.3,213.306,0,0.02,Memphis
707,12,8,2018,342,12/8/18,27.644,10.652,87.467,34.415,3.768,202.79,0,0.015,Memphis
708,12,9,2018,343,12/9/18,29.03,9.734,88.115,34.341,3.346,215.504,0,0.016,Memphis
709,12,10,2018,344,12/10/18,34.88,4.298,85.899,34.193,4.387,210.999,0,0.029,Memphis
710,12,11,2018,345,12/11/18,37.454,20.516,82.277,34.044,3.982,146.265,0,0.021,Memphis
711,12,12,2018,346,12/12/18,41.414,20.282,86.131,33.981,4.633,202.809,0,0.024,Memphis
712,12,13,2018,347,12/13/18,37.256,24.782,90.406,33.928,7.697,56.256,0,0.014,Memphis
713,12,14,2018,348,12/14/18,46.886,17.528,83.267,33.828,2.152,202.032,0,0.025,Memphis
714,12,15,2018,349,12/15/18,49.19,20.336,74.469,33.706,3.657,191.41,0,0.042,Memphis
715,12,16,2018,350,12/16/18,48.038,24.422,78.301,33.658,2.967,193.997,0,0.03,Memphis
716,12,17,2018,351,12/17/18,51.152,22.298,79.231,33.725,4.731,190.693,0,0.044,Memphis
717,12,18,2018,352,12/18/18,51.944,31.352,79.121,34.874,5.152,135.596,0,0.04,Memphis
718,12,19,2018,353,12/19/18,47.75,32.162,83.429,36.507,6.348,130.422,0,0.033,Memphis
719,12,20,2018,354,12/20/18,42.512,29.534,80.609,35.517,9.996,141.011,0,0.046,Memphis
720,12,21,2018,355,12/21/18,41.234,22.226,90.487,34.294,4.199,173.296,0,0.016,Memphis
721,12,22,2018,356,12/22/18,42.944,26.186,81.697,34.141,5.609,165.907,0,0.031,Memphis
722,12,23,2018,357,12/23/18,45.248,22.172,70.945,33.508,4.25,192.372,0,0.043,Memphis
723,12,24,2018,358,12/24/18,42.818,23.09,86.227,33.011,4.079,70.97,0,0.019,Memphis
724,12,25,2018,359,12/25/18,40.676,29.048,98.761,33.618,2.442,82.747,0,0.001,Memphis
725,12,26,2018,360,12/26/18,43.484,29.048,95.473,35.42,9.748,13.654,0,0.01,Memphis
726,12,27,2018,361,12/27/18,46.472,20.084,94.44,38.11,13.321,18.938,0,0.031,Memphis
727,12,28,2018,362,12/28/18,20.336,6.746,82.845,33.553,13.579,122.387,0,0.026,Memphis
728,12,29,2018,363,12/29/18,23.612,3.2,79.072,32.797,6.218,214.029,0,0.025,Memphis
729,12,30,2018,364,12/30/18,40.622,21.974,77.945,32.346,8.347,198.949,0,0.045,Memphis
730,12,31,2018,365,12/31/18,30.686,9.176,91.081,32.088,10.064,8.428,0,0.024,Memphis
731,1,1,2017,1,1/1/17,39.576,16.934,71.303,32.294,5.636,79.365,0,0.041,Ithaca
732,1,2,2017,2,1/2/17,35.811,28.152,91.357,32.362,7.732,10.647,0,0.009,Ithaca
733,1,3,2017,3,1/3/17,28.456,7.124,70.307,32.336,16.633,162.279,0,0.058,Ithaca
734,1,4,2017,4,1/4/17,11.624,5.234,70.687,30.768,8.363,96.087,0,0.023,Ithaca
735,1,5,2017,5,1/5/17,9.428,-5.782,78.383,30.353,6.006,183.211,0,0.014,Ithaca
736,1,6,2017,6,1/6/17,15.854,-9.256,73.829,29.428,4.147,220.405,0,0.019,Ithaca
737,1,7,2017,7,1/7/17,18.72,-1.948,78.081,28.937,5.967,216.584,0,0.023,Ithaca
738,1,8,2017,8,1/8/17,30.153,-4.018,79.342,28.798,7.916,143.507,0,0.048,Ithaca
739,1,9,2017,9,1/9/17,31.336,12.668,79.178,29.769,7.367,135.216,0,0.034,Ithaca
740,1,10,2017,10,1/10/17,34.579,22.375,78.989,30.806,7.549,184.444,0,0.036,Ithaca
741,1,11,2017,11,1/11/17,31.091,11.264,78.048,29.553,12.343,162.406,0,0.051,Ithaca
742,1,12,2017,12,1/12/17,20.57,8.96,70.216,27.069,8.416,120.091,0,0.033,Ithaca
743,1,13,2017,13,1/13/17,24.748,12.488,58.474,27.624,5.706,129.885,0,0.038,Ithaca
744,1,14,2017,14,1/14/17,37.283,14.792,59.635,28.985,2.647,176.475,0,0.037,Ithaca
745,1,15,2017,15,1/15/17,33.141,27.432,79.318,30.874,4.231,34.274,0.21,0.018,Ithaca
746,1,16,2017,16,1/16/17,30.652,28.823,99.951,31.572,7.169,17.206,0.356,0,Ithaca
747,1,17,2017,17,1/17/17,36.151,23.477,88.627,31.76,6.344,196.226,0,0.024,Ithaca
748,1,18,2017,18,1/18/17,51.494,26.406,84.932,31.851,6.787,208.619,0,0.05,Ithaca
749,1,19,2017,19,1/19/17,39.015,27.126,97.95,31.913,3.914,35.875,0,0.001,Ithaca
750,1,20,2017,20,1/20/17,39.015,32.7,100,32.334,4.282,20.588,0,0,Ithaca
751,1,21,2017,21,1/21/17,51.656,28.103,90.367,34.096,4.27,215.694,0,0.034,Ithaca
752,1,22,2017,22,1/22/17,36.833,25.612,95.612,32.898,6.469,91.862,0,0.009,Ithaca
753,1,23,2017,23,1/23/17,37.857,26.832,89.729,33.214,5.383,133.274,0,0.019,Ithaca
754,1,24,2017,24,1/24/17,36.117,26.821,95.503,32.806,8.488,50.155,0,0.007,Ithaca
755,1,25,2017,25,1/25/17,28.762,21.598,94.023,32.76,10.981,146.489,0,0.016,Ithaca
756,1,26,2017,26,1/26/17,27.772,18.088,81.977,32.818,6.961,185.726,0,0.028,Ithaca
757,1,27,2017,27,1/27/17,36.333,11.336,75.15,32.835,8.67,223.979,0,0.06,Ithaca
758,1,28,2017,28,1/28/17,38.662,28.785,76.672,32.877,8.807,144.895,0,0.052,Ithaca
759,1,29,2017,29,1/29/17,42.179,27.138,85.481,32.915,5.099,111.807,0,0.026,Ithaca
760,1,30,2017,30,1/30/17,56.354,24.465,65.049,34.258,6.385,213.104,0,0.097,Ithaca
761,1,31,2017,31,1/31/17,42.975,32.23,77.013,34.839,5.11,90.55,0,0.036,Ithaca
762,2,1,2017,32,2/1/17,32.482,20.028,76.547,33.637,10.954,73.515,0,0.047,Ithaca
763,2,2,2017,33,2/2/17,25.236,15.332,64.722,32.545,7.539,174.024,0,0.046,Ithaca
764,2,3,2017,34,2/3/17,31.165,16.916,65.316,32.117,6.485,264.718,0,0.055,Ithaca
765,2,4,2017,35,2/4/17,50.414,21.241,60.085,31.96,11.361,256.931,0,0.144,Ithaca
766,2,5,2017,36,2/5/17,35.676,18.932,72.961,32.03,6.171,230.19,0,0.05,Ithaca
767,2,6,2017,37,2/6/17,47.156,20.876,88.829,32.128,4.747,126.962,0,0.032,Ithaca
768,2,7,2017,38,2/7/17,41.576,18.068,82.872,32.724,12.29,101.602,0,0.056,Ithaca
769,2,8,2017,39,2/8/17,18.25,7.376,80.672,32.5,9.572,259.935,0,0.031,Ithaca
770,2,9,2017,40,2/9/17,30.943,6.206,69.499,32.338,7.32,208.407,0,0.055,Ithaca
771,2,10,2017,41,2/10/17,66.812,25.003,66.535,32.555,5.807,202.937,0,0.122,Ithaca
772,2,11,2017,42,2/11/17,56.66,31.984,81.193,35.737,7.602,183.997,0,0.073,Ithaca
773,2,12,2017,43,2/12/17,47.912,23.203,62.699,37.114,7.222,289.105,0,0.101,Ithaca
774,2,13,2017,44,2/13/17,51.926,20.458,54.334,35.61,6.242,239.94,0,0.112,Ithaca
775,2,14,2017,45,2/14/17,49.082,29.871,72.509,35.978,8.256,266.306,0,0.088,Ithaca
776,2,15,2017,46,2/15/17,53.978,25.612,63.214,36.904,6.039,307.057,0,0.106,Ithaca
777,2,16,2017,47,2/16/17,71.222,32.356,46.828,38.663,4.804,274.299,0,0.157,Ithaca
778,2,17,2017,48,2/17/17,73.346,32.783,52.605,40.556,7.279,318.924,0,0.203,Ithaca
779,2,18,2017,49,2/18/17,65.66,28.357,60.049,41.828,3.79,323.151,0,0.117,Ithaca
780,2,19,2017,50,2/19/17,71.672,34.299,73.765,43.605,8.524,250.048,0,0.154,Ithaca
781,2,20,2017,51,2/20/17,62.06,33.073,87.73,47.43,6.359,74.283,0,0.053,Ithaca
782,2,21,2017,52,2/21/17,73.832,25.185,52.451,44.457,6.878,331.962,0,0.213,Ithaca
783,2,22,2017,53,2/22/17,73.706,37.499,48.811,47.079,7.986,333.538,0,0.224,Ithaca
784,2,23,2017,54,2/23/17,45.203,29.485,91.94,42.981,12.378,37.103,0.336,0.027,Ithaca
785,2,24,2017,55,2/24/17,30.461,21.88,92.408,37.279,15.903,190.725,0,0.03,Ithaca
786,2,25,2017,56,2/25/17,33.616,13.514,76.175,35.55,6.54,348.768,0,0.061,Ithaca
787,2,26,2017,57,2/26/17,43.725,22.593,66.087,34.883,4.381,368.394,0,0.082,Ithaca
788,2,27,2017,58,2/27/17,54.896,18.034,70.004,35.461,5.35,266.708,0,0.098,Ithaca
789,2,28,2017,59,2/28/17,45.019,26.758,89.255,37.176,7.231,83.59,0,0.03,Ithaca
790,3,1,2017,60,3/1/17,42.406,21.801,69.167,38.062,9.927,298.605,0,0.103,Ithaca
791,3,2,2017,61,3/2/17,44.166,15.584,72.395,36.804,6.153,351.014,0,0.084,Ithaca
792,3,3,2017,62,3/3/17,54.302,17.721,58.59,36.391,8.898,352.486,0,0.162,Ithaca
793,3,4,2017,63,3/4/17,71.798,21.13,48.654,39.35,9.746,358.126,0,0.282,Ithaca
794,3,5,2017,64,3/5/17,68.81,50.126,73.149,46.499,14.262,207.489,0,0.149,Ithaca
